问 句	标 准 答 案	学 生 答 案	得分
使 用 双 绞 线 组 建 以 太 网 需 要 哪 些 基 本 的 硬 件 设 备 ？	使 用 双 绞 线 组 建 以 太 网 需 要 以 下 四 类 基 本 的 硬 件 设 备 ： 带 有 R - 4 5 接 口 的 以 太 网 、 集 线 器 、 非 屏 蔽 双 绞 线 、 R J - 4 5 连 接 头 。	集 线 器 、 非 屏 蔽 双 绞 线 、 R J - 4 5 连 接 头 、 带 有 R - 4 5 接 口 的 以 太 网 。	10.0
使 用 双 绞 线 组 建 以 太 网 主 要 有 哪 几 种 方 式 ？	使 用 双 绞 线 组 建 以 太 网 主 要 有 如 下 三 种 方 式 ： 单 一 集 线 器 结 构 、 多 集 线 器 级 联 结 构 、 堆 叠 式 集 线 器 结 构 。	使 用 双 绞 线 组 建 以 太 网 的 方 式 ： 单 一 集 线 器 结 构 、 多 集 线 器 级 联 结 构 、 堆 叠 式 集 线 器 结 构 。	10.0
使 用 双 绞 线 组 建 以 太 网 主 要 有 哪 几 种 方 式 ？	使 用 双 绞 线 组 建 以 太 网 主 要 有 如 下 三 种 方 式 ： 单 一 集 线 器 结 构 、 多 集 线 器 级 联 结 构 、 堆 叠 式 集 线 器 结 构 。	堆 叠 式 集 线 器 结 构 、 多 集 线 器 级 联 结 构 、 单 一 集 线 器 结 构 。	10.0
使 用 快 速 以 太 网 组 网 需 要 哪 些 基 本 的 硬 件 设 备 ？	使 用 快 速 以 太 网 组 网 需 要 以 下 四 类 基 本 的 硬 件 设 备 ： 1 0 0 B a s e - T 集 线 器 、 1 0 / 1 0 0 B a s e - T 网 卡 、 双 绞 线 。	使 用 快 速 以 太 网 组 网 的 硬 件 设 备 ： 1 0 0 B a s e - T 集 线 器 、 1 0 / 1 0 0 B a s e - T 网 卡 、 双 绞 线 。	10.0
使 用 快 速 以 太 网 组 网 需 要 哪 些 基 本 的 硬 件 设 备 ？	使 用 快 速 以 太 网 组 网 需 要 以 下 四 类 基 本 的 硬 件 设 备 ： 1 0 0 B a s e - T 集 线 器 、 1 0 / 1 0 0 B a s e - T 网 卡 、 双 绞 线 。	双 绞 线 、 1 0 / 1 0 0 B a s e - T 网 卡 、 1 0 0 B a s e - T 集 线 器 。	10.0
使 用 千 兆 以 太 网 组 网 需 要 哪 些 基 本 的 硬 件 设 备 ？	使 用 千 兆 以 太 网 组 网 需 要 以 下 四 类 基 本 的 硬 件 设 备 ： 1 0 0 0 M b p s 以 太 网 交 换 机 、 1 0 0 M b p s 集 线 器 、 1 0 / 1 0 0 M b p s 以 太 网 卡 、 双 绞 线 。	使 用 千 兆 以 太 网 组 网 的 硬 件 设 备 ： 1 0 0 0 M b p s 以 太 网 交 换 机 、 1 0 0 M b p s 集 线 器 、 1 0 / 1 0 0 M b p s 以 太 网 卡 、 双 绞 线 。	10.0
使 用 千 兆 以 太 网 组 网 需 要 哪 些 基 本 的 硬 件 设 备 ？	使 用 千 兆 以 太 网 组 网 需 要 以 下 四 类 基 本 的 硬 件 设 备 ： 1 0 0 0 M b p s 以 太 网 交 换 机 、 1 0 0 M b p s 集 线 器 、 1 0 / 1 0 0 M b p s 以 太 网 卡 、 双 绞 线 。	双 绞 线 、 1 0 0 M b p s 集 线 器 、 1 0 / 1 0 0 M b p s 以 太 网 卡 、 1 0 0 0 M b p s 以 太 网 交 换 机 。	10.0
简 述 智 能 大 楼 的 组 成 部 分 。	智 能 大 楼 有 如 下 四 大 组 成 部 分 ： 办 公 自 动 化 系 统 、 通 信 自 动 化 系 统 、 楼 宇 自 动 化 系 统 、 计 算 机 网 络 。	智 能 大 楼 的 组 成 ： 办 公 自 动 化 系 统 、 通 信 自 动 化 系 统 、 楼 宇 自 动 化 系 统 、 计 算 机 网 络 。	10.0
简 述 智 能 大 楼 的 组 成 部 分 。	智 能 大 楼 有 如 下 四 大 组 成 部 分 ： 办 公 自 动 化 系 统 、 通 信 自 动 化 系 统 、 楼 宇 自 动 化 系 统 、 计 算 机 网 络 。	计 算 机 网 络 、 楼 宇 自 动 化 系 统 、 通 信 自 动 化 系 统 、 办 公 自 动 化 系 统 。	10.0
结 构 化 布 线 系 统 的 主 要 应 用 环 境 有 哪 些 ？	结 构 化 布 线 系 统 主 要 有 如 下 三 大 应 用 环 境 ： 建 筑 物 综 合 布 线 系 统 、 智 能 大 楼 布 线 系 统 、 工 业 布 线 系 统 。	结 构 化 布 线 系 统 的 应 用 环 境 ： 建 筑 物 综 合 布 线 系 统 、 智 能 大 楼 布 线 系 统 、 工 业 布 线 系 统 。	10.0
结 构 化 布 线 系 统 的 主 要 应 用 环 境 有 哪 些 ？	结 构 化 布 线 系 统 主 要 有 如 下 三 大 应 用 环 境 ： 建 筑 物 综 合 布 线 系 统 、 智 能 大 楼 布 线 系 统 、 工 业 布 线 系 统 。	工 业 布 线 系 统 、 智 能 大 楼 布 线 系 统 、 建 筑 物 综 合 布 线 系 统 。	10.0
简 述 建 筑 物 综 合 布 线 系 统 的 主 要 应 用 范 围 。	建 筑 物 综 合 布 线 系 统 主 要 有 如 下 五 大 应 用 范 围 ： 商 务 环 境 、 办 公 室 环 境 、 建 筑 群 环 境 、 交 通 运 输 环 境 、 卫 生 保 健 环 境 。	建 筑 物 综 合 布 线 系 统 的 应 用 范 围 ： 商 务 环 境 、 办 公 室 环 境 、 建 筑 群 环 境 、 交 通 运 输 环 境 、 卫 生 保 健 环 境 。	10.0
简 述 建 筑 物 综 合 布 线 系 统 的 主 要 应 用 范 围 。	建 筑 物 综 合 布 线 系 统 主 要 有 如 下 五 大 应 用 范 围 ： 商 务 环 境 、 办 公 室 环 境 、 建 筑 群 环 境 、 交 通 运 输 环 境 、 卫 生 保 健 环 境 。	商 务 环 境 、 建 筑 群 环 境 、 办 公 室 环 境 、 卫 生 保 健 环 境 、 交 通 运 输 环 境 。	10.0
简 述 工 业 布 线 系 统 的 特 点 。	工 业 布 线 系 统 有 如 下 三 大 特 点 ： 数 据 传 输 率 高 、 抗 干 扰 能 力 强 、 可 维 护 性 。	工 业 布 线 系 统 的 特 点 ： 数 据 传 输 率 高 、 抗 干 扰 能 力 强 、 可 维 护 性 。	10.0
简 述 工 业 布 线 系 统 的 特 点 。	工 业 布 线 系 统 有 如 下 三 大 特 点 ： 数 据 传 输 率 高 、 抗 干 扰 能 力 强 、 可 维 护 性 。	可 维 护 性 、 抗 干 扰 能 力 强 、 数 据 传 输 率 高 。	10.0
网 络 互 联 有 哪 些 类 型 ？	网 络 互 联 有 如 下 四 种 类 型 ： 局 域 网 - 局 域 网 互 联 、 局 域 网 - 广 域 网 互 联 、 局 域 网 - 广 域 网 - 局 域 网 互 联 、 广 域 网 - 广 域 网 互 联 。	网 络 互 联 的 类 型 ： 局 域 网 - 局 域 网 互 联 、 局 域 网 - 广 域 网 互 联 、 局 域 网 - 广 域 网 - 局 域 网 互 联 、 广 域 网 - 广 域 网 互 联 。	10.0
网 络 互 联 有 哪 些 类 型 ？	网 络 互 联 有 如 下 四 种 类 型 ： 局 域 网 - 局 域 网 互 联 、 局 域 网 - 广 域 网 互 联 、 局 域 网 - 广 域 网 - 局 域 网 互 联 、 广 域 网 - 广 域 网 互 联 。	局 域 网 - 广 域 网 互 联 、 局 域 网 - 局 域 网 互 联 、 广 域 网 - 广 域 网 互 联 、 局 域 网 - 广 域 网 - 局 域 网 互 联 。	10.0
网 络 互 联 有 哪 些 层 次 ？	网 络 互 联 有 如 下 三 个 层 次 ： 数 据 链 路 层 互 联 、 网 络 层 互 联 、 高 层 互 联 。	网 络 互 联 的 层 次 ： 数 据 链 路 层 互 联 、 网 络 层 互 联 、 高 层 互 联 。	10.0
网 络 互 联 有 哪 些 层 次 ？	网 络 互 联 有 如 下 三 个 层 次 ： 数 据 链 路 层 互 联 、 网 络 层 互 联 、 高 层 互 联 。	高 层 互 联 、 网 络 层 互 联 、 数 据 链 路 层 互 联 。	10.0
网 络 互 联 的 要 求 有 哪 些 ？	网 络 互 联 有 如 下 四 大 要 求 ： 在 互 联 的 网 络 之 间 提 供 链 路 、 在 不 同 网 络 结 点 的 进 程 之 间 提 供 适 当 的 路 由 来 交 换 数 据 、 提 供 网 络 记 账 服 务 、 提 供 各 种 互 联 服 务 。	网 络 互 联 的 要 求 ： 在 互 联 的 网 络 之 间 提 供 链 路 、 在 不 同 网 络 结 点 的 进 程 之 间 提 供 适 当 的 路 由 来 交 换 数 据 、 提 供 网 络 记 账 服 务 、 提 供 各 种 互 联 服 务 。	10.0
网 络 互 联 的 要 求 有 哪 些 ？	网 络 互 联 有 如 下 四 大 要 求 ： 在 互 联 的 网 络 之 间 提 供 链 路 、 在 不 同 网 络 结 点 的 进 程 之 间 提 供 适 当 的 路 由 来 交 换 数 据 、 提 供 网 络 记 账 服 务 、 提 供 各 种 互 联 服 务 。	提 供 各 种 互 联 服 务 、 提 供 网 络 记 账 服 务 、 在 互 联 的 网 络 之 间 提 供 链 路 、 在 不 同 网 络 结 点 的 进 程 之 间 提 供 适 当 的 路 由 来 交 换 数 据 。	10.0
网 络 互 联 设 备 有 哪 些 ？	网 络 互 联 设 备 主 要 有 如 下 三 类 ： 网 桥 、 路 由 器 、 网 关 。	网 络 互 联 的 设 备 ： 网 桥 、 路 由 器 、 网 关 。	10.0
网 络 互 联 设 备 有 哪 些 ？	网 络 互 联 设 备 主 要 有 如 下 三 类 ： 网 桥 、 路 由 器 、 网 关 。	网 关 、 网 桥 、 路 由 器 。	10.0
用 户 通 过 操 作 系 统 管 理 计 算 机 有 哪 些 主 要 操 作 ？	用 户 通 过 操 作 系 统 管 理 计 算 机 主 要 有 如 下 四 类 操 作 ： 进 程 管 理 、 内 存 管 理 、 文 件 I / O 、 设 备 I / O 。	用 户 通 过 操 作 系 统 管 理 计 算 机 的 操 作 ： 进 程 管 理 、 内 存 管 理 、 文 件 I / O 、 设 备 I / O 。	10.0
用 户 通 过 操 作 系 统 管 理 计 算 机 有 哪 些 主 要 操 作 ？	用 户 通 过 操 作 系 统 管 理 计 算 机 主 要 有 如 下 四 类 操 作 ： 进 程 管 理 、 内 存 管 理 、 文 件 I / O 、 设 备 I / O 。	设 备 I / O 、 文 件 I / O 、 内 存 管 理 、 进 程 管 理 。	10.0
对 等 结 构 的 网 络 操 作 系 统 之 间 可 提 供 哪 些 服 务 ？	对 等 结 构 的 网 络 操 作 系 统 之 间 可 提 供 如 下 服 务 ： 共 享 硬 盘 、 共 享 打 印 机 、 电 子 邮 件 、 共 享 屏 幕 、 共 享 C P U 服 务 。	服 务 如 下 ： 共 享 硬 盘 、 共 享 打 印 机 、 电 子 邮 件 、 共 享 屏 幕 、 共 享 C P U 服 务 。	10.0
对 等 结 构 的 网 络 操 作 系 统 之 间 可 提 供 哪 些 服 务 ？	对 等 结 构 的 网 络 操 作 系 统 之 间 可 提 供 如 下 服 务 ： 共 享 硬 盘 、 共 享 打 印 机 、 电 子 邮 件 、 共 享 屏 幕 、 共 享 C P U 服 务 。	共 享 数 据 、 共 享 文 件 、 电 子 邮 件 、 共 享 软 件 、 共 享 处 理 器 。	2.0
简 述 W i n d o w s   N T 操 作 系 统 的 几 大 特 点 。	W i n d o w s   N T 操 作 系 统 主 要 有 如 下 四 大 特 点 ： 内 存 与 任 务 管 理 、 内 置 管 理 、 集 中 式 管 理 、 用 户 工 作 站 管 理 。	W i n d o w s   N T 操 作 系 统 的 特 点 ： 内 存 与 任 务 管 理 、 内 置 管 理 、 集 中 式 管 理 、 用 户 工 作 站 管 理 。	10.0
简 述 W i n d o w s   N T 操 作 系 统 的 几 大 特 点 。	W i n d o w s   N T 操 作 系 统 主 要 有 如 下 四 大 特 点 ： 内 存 与 任 务 管 理 、 内 置 管 理 、 集 中 式 管 理 、 用 户 工 作 站 管 理 。	用 户 工 作 站 管 理 、 内 存 与 任 务 管 理 、 集 中 式 管 理 、 内 置 管 理 。	10.0
简 述 N e t W a r e 操 作 系 统 的 组 成 部 分 。	N e t W a r e 操 作 系 统 有 如 下 三 大 组 成 部 分 ： 文 件 服 务 器 内 核 、 工 作 站 外 壳 、 底 层 通 信 协 议 。	N e t W a r e 操 作 系 统 的 组 成 ： 文 件 服 务 器 内 核 、 工 作 站 外 壳 、 底 层 通 信 协 议 。	10.0
简 述 N e t W a r e 操 作 系 统 的 组 成 部 分 。	N e t W a r e 操 作 系 统 有 如 下 三 大 组 成 部 分 ： 文 件 服 务 器 内 核 、 工 作 站 外 壳 、 底 层 通 信 协 议 。	底 层 通 信 协 议 、 工 作 站 外 壳 、 文 件 服 务 器 内 核 。	10.0
简 述 N e t W a r e 操 作 系 统 的 特 点 。	N e t W a r e 操 作 系 统 主 要 有 如 下 四 大 特 点 ： 具 有 文 件 系 统 、 具 有 多 用 户 类 型 、 具 有 安 全 保 护 方 法 、 具 有 系 统 容 错 技 术 。	N e t W a r e 操 作 系 统 的 特 点 ： 具 有 文 件 系 统 、 具 有 多 用 户 类 型 、 具 有 安 全 保 护 方 法 、 具 有 系 统 容 错 技 术 。	10.0
简 述 N e t W a r e 操 作 系 统 的 特 点 。	N e t W a r e 操 作 系 统 主 要 有 如 下 四 大 特 点 ： 具 有 文 件 系 统 、 具 有 多 用 户 类 型 、 具 有 安 全 保 护 方 法 、 具 有 系 统 容 错 技 术 。	具 有 系 统 容 错 技 术 、 具 有 安 全 保 护 方 法 、 具 有 多 用 户 类 型 、 具 有 文 件 系 统 。	10.0
简 述 L i n u x 操 作 系 统 的 特 点 。	L i n u x 操 作 系 统 主 要 有 如 下 特 点 ： L i n u x 操 作 系 统 不 限 制 应 用 程 序 可 用 内 存 的 大 小 ； L i n u x 操 作 系 统 允 许 在 同 一 时 间 内 运 行 多 个 应 用 程 序 ； L i n u x 操 作 系 统 允 许 在 同 一 时 间 内 有 多 个 用 户 使 用 主 机 ； L i n u x 操 作 系 统 具 有 先 进 的 网 络 能 力 ； L i n u x 操 作 系 统 是 免 费 软 件 。	特 点 如 下 ： L i n u x 操 作 系 统 不 限 制 应 用 程 序 可 用 内 存 的 大 小 ； L i n u x 操 作 系 统 允 许 在 同 一 时 间 内 运 行 多 个 应 用 程 序 ； L i n u x 操 作 系 统 允 许 在 同 一 时 间 内 有 多 个 用 户 使 用 主 机 ； L i n u x 操 作 系 统 具 有 先 进 的 网 络 能 力 ； L i n u x 操 作 系 统 是 免 费 软 件 。	10.0
简 述 L i n u x 操 作 系 统 的 特 点 。	L i n u x 操 作 系 统 主 要 有 如 下 特 点 ： L i n u x 操 作 系 统 不 限 制 应 用 程 序 可 用 内 存 的 大 小 ； L i n u x 操 作 系 统 允 许 在 同 一 时 间 内 运 行 多 个 应 用 程 序 ； L i n u x 操 作 系 统 允 许 在 同 一 时 间 内 有 多 个 用 户 使 用 主 机 ； L i n u x 操 作 系 统 具 有 先 进 的 网 络 能 力 ； L i n u x 操 作 系 统 是 免 费 软 件 。	L i n u x 操 作 系 统 不 限 制 应 用 程 序 可 用 内 存 的 大 小 ； L i n u x 操 作 系 统 提 供 了 经 精 心 挑 选 的 丰 富 的 系 统 调 用 ； L i n u x 操 作 系 统 提 供 功 能 强 大 的 可 编 程 S h e l l 语 言 ； L i n u x 操 作 系 统 提 供 多 种 通 信 机 制 ； L i n u x 操 作 系 统 是 一 个 多 用 户 多 任 务 的 操 作 系 统 。	2.0
简 述 U N I X 操 作 系 统 的 特 点 。	U N I X 操 作 系 统 主 要 有 如 下 特 点 ： U N I X 系 统 是 一 个 多 用 户 多 任 务 的 操 作 系 统 ； U N I X 系 统 的 大 部 分 是 用 C 语 言 编 写 的 ； U N I X 系 统 提 供 了 经 精 心 挑 选 的 丰 富 的 系 统 调 用 ； U N I X 系 统 提 供 功 能 强 大 的 可 编 程 S h e l l 语 言 ； U N I X 系 统 提 供 多 种 通 信 机 制 。	特 点 如 下 ： U N I X 系 统 是 一 个 多 用 户 多 任 务 的 操 作 系 统 ； U N I X 系 统 的 大 部 分 是 用 C 语 言 编 写 的 ； U N I X 系 统 提 供 了 经 精 心 挑 选 的 丰 富 的 系 统 调 用 ； U N I X 系 统 提 供 功 能 强 大 的 可 编 程 S h e l l 语 言 ； U N I X 系 统 提 供 多 种 通 信 机 制 。	10.0
简 述 U N I X 操 作 系 统 的 特 点 。	U N I X 操 作 系 统 主 要 有 如 下 特 点 ： U N I X 系 统 是 一 个 多 用 户 多 任 务 的 操 作 系 统 ； U N I X 系 统 的 大 部 分 是 用 C 语 言 编 写 的 ； U N I X 系 统 提 供 了 经 精 心 挑 选 的 丰 富 的 系 统 调 用 ； U N I X 系 统 提 供 功 能 强 大 的 可 编 程 S h e l l 语 言 ； U N I X 系 统 提 供 多 种 通 信 机 制 。	U N I X 系 统 是 一 个 多 用 户 多 任 务 的 操 作 系 统 ； U N I X 系 统 不 限 制 应 用 程 序 可 用 内 存 的 大 小 ； U N I X 系 统 允 许 在 同 一 时 间 内 运 行 多 个 应 用 程 序 ； U N I X 系 统 允 许 在 同 一 时 间 内 有 多 个 用 户 使 用 主 机 ； U N I X 系 统 具 有 先 进 的 网 络 能 力 。	2.0
简 述 因 特 网 的 作 用 。	因 特 网 有 如 下 三 个 作 用 ： 丰 富 的 信 息 资 源 、 便 利 快 捷 的 通 信 服 务 、 电 子 商 务 快 捷 方 便 。	因 特 网 的 作 用 ： 丰 富 的 信 息 资 源 、 便 利 快 捷 的 通 信 服 务 、 电 子 商 务 快 捷 方 便 。	10.0
简 述 因 特 网 的 作 用 。	因 特 网 有 如 下 三 个 作 用 ： 丰 富 的 信 息 资 源 、 便 利 快 捷 的 通 信 服 务 、 电 子 商 务 快 捷 方 便 。	电 子 商 务 快 捷 方 便 、 便 利 快 捷 的 通 信 服 务 、 丰 富 的 信 息 资 源 。	10.0
因 特 网 中 的 信 息 资 源 涉 及 哪 些 领 域 ？	因 特 网 中 的 信 息 资 源 涉 及 如 下 领 域 ： 商 业 金 融 、 医 疗 卫 生 、 科 研 教 育 、 休 闲 娱 乐 、 热 点 新 闻 。	领 域 如 下 ： 商 业 金 融 、 医 疗 卫 生 、 科 研 教 育 、 休 闲 娱 乐 、 热 点 新 闻 。	10.0
因 特 网 中 的 信 息 资 源 涉 及 哪 些 领 域 ？	因 特 网 中 的 信 息 资 源 涉 及 如 下 领 域 ： 商 业 金 融 、 医 疗 卫 生 、 科 研 教 育 、 休 闲 娱 乐 、 热 点 新 闻 。	信 息 管 理 、 医 疗 卫 生 、 科 学 计 算 、 人 工 智 能 、 网 络 通 信 。	2.0
简 述 因 特 网 的 主 要 组 成 部 分 。	因 特 网 主 要 有 如 下 四 大 组 成 部 分 ： 通 信 线 路 、 路 由 器 、 服 务 器 与 客 户 机 、 信 息 资 源 。	因 特 网 的 组 成 ： 通 信 线 路 、 路 由 器 、 服 务 器 与 客 户 机 、 信 息 资 源 。	10.0
简 述 因 特 网 的 主 要 组 成 部 分 。	因 特 网 主 要 有 如 下 四 大 组 成 部 分 ： 通 信 线 路 、 路 由 器 、 服 务 器 与 客 户 机 、 信 息 资 源 。	路 由 器 、 信 息 资 源 、 通 信 线 路 、 服 务 器 与 客 户 机 。	10.0
运 行 I P 的 网 络 层 可 以 为 其 高 层 用 户 提 供 哪 几 种 服 务 ？	运 行 I P 的 网 络 层 可 以 为 其 高 层 用 户 提 供 以 下 三 种 服 务 ： 不 可 靠 的 数 据 投 递 服 务 、 面 向 无 连 接 的 传 输 服 务 、 尽 最 大 努 力 投 递 服 务 。	网 络 层 提 供 的 服 务 ： 不 可 靠 的 数 据 投 递 服 务 、 面 向 无 连 接 的 传 输 服 务 、 尽 最 大 努 力 投 递 服 务 。	10.0
运 行 I P 的 网 络 层 可 以 为 其 高 层 用 户 提 供 哪 几 种 服 务 ？	运 行 I P 的 网 络 层 可 以 为 其 高 层 用 户 提 供 以 下 三 种 服 务 ： 不 可 靠 的 数 据 投 递 服 务 、 面 向 无 连 接 的 传 输 服 务 、 尽 最 大 努 力 投 递 服 务 。	面 向 无 连 接 的 传 输 服 务 、 尽 最 大 努 力 投 递 服 务 、 不 可 靠 的 数 据 投 递 服 务 。	10.0
简 述 I P 地 址 的 分 类 。	I P 地 址 可 分 为 如 下 五 类 ： A 类 、 B 类 、 C 类 、 D 类 、 E 类 。	I P 地 址 的 类 别 ： A 类 、 B 类 、 C 类 、 D 类 、 E 类 。	10.0
简 述 I P 地 址 的 分 类 。	I P 地 址 可 分 为 如 下 五 类 ： A 类 、 B 类 、 C 类 、 D 类 、 E 类 。	B 类 、 C 类 、 A 类 、 E 类 、 D 类 。	10.0
简 述 电 子 邮 件 服 务 的 优 点 。	电 子 邮 件 服 务 有 如 下 四 个 优 点 ： 迅 速 、 不 要 求 通 信 双 方 都 在 场 、 一 对 多 、 多 媒 体 信 息 传 送 。	电 子 邮 件 服 务 的 优 点 ： 迅 速 、 不 要 求 通 信 双 方 都 在 场 、 一 对 多 、 多 媒 体 信 息 传 送 。	10.0
简 述 电 子 邮 件 服 务 的 优 点 。	电 子 邮 件 服 务 有 如 下 四 个 优 点 ： 迅 速 、 不 要 求 通 信 双 方 都 在 场 、 一 对 多 、 多 媒 体 信 息 传 送 。	迅 速 、 一 对 多 、 多 媒 体 信 息 传 送 、 不 要 求 通 信 双 方 都 在 场 。	10.0
简 述 W W W 服 务 的 特 点 。	W W W 服 务 主 要 有 如 下 五 个 特 点 ： 以 超 文 本 方 式 组 织 网 络 多 媒 体 信 息 、 用 户 可 在 世 界 范 围 内 任 意 操 作 、 统 一 的 图 形 用 户 界 面 、 网 点 间 可 互 相 链 接 、 可 访 问 多 媒 体 信 息 。	W W W 服 务 的 特 点 ： 以 超 文 本 方 式 组 织 网 络 多 媒 体 信 息 、 用 户 可 在 世 界 范 围 内 任 意 操 作 、 统 一 的 图 形 用 户 界 面 、 网 点 间 可 互 相 链 接 、 可 访 问 多 媒 体 信 息 。	10.0
简 述 W W W 服 务 的 特 点 。	W W W 服 务 主 要 有 如 下 五 个 特 点 ： 以 超 文 本 方 式 组 织 网 络 多 媒 体 信 息 、 用 户 可 在 世 界 范 围 内 任 意 操 作 、 统 一 的 图 形 用 户 界 面 、 网 点 间 可 互 相 链 接 、 可 访 问 多 媒 体 信 息 。	可 访 问 多 媒 体 信 息 、 网 点 间 可 互 相 链 接 、 统 一 的 图 形 用 户 界 面 、 用 户 可 在 世 界 范 围 内 任 意 操 作 、 以 超 文 本 方 式 组 织 网 络 多 媒 体 信 息 。	10.0
H H T P 会 话 过 程 包 括 哪 几 个 步 骤 ？	H H T P 会 话 过 程 包 括 如 下 四 个 步 骤 ： 连 接 、 请 求 、 应 答 、 关 闭 。	H H T P 会 话 过 程 ： 连 接 、 请 求 、 应 答 、 关 闭 。	10.0
H H T P 会 话 过 程 包 括 哪 几 个 步 骤 ？	H H T P 会 话 过 程 包 括 如 下 四 个 步 骤 ： 连 接 、 请 求 、 应 答 、 关 闭 。	请 求 、 连 接 、 应 答 、 关 闭 。	10.0
简 述 U R L 的 组 成 。	U R L 有 如 下 三 大 组 成 部 分 ： 协 议 类 型 、 主 机 名 、 文 件 路 径 名 。	U R L 的 组 成 ： 协 议 类 型 、 主 机 名 、 文 件 路 径 名 。	10.0
简 述 U R L 的 组 成 。	U R L 有 如 下 三 大 组 成 部 分 ： 协 议 类 型 、 主 机 名 、 文 件 路 径 名 。	主 机 名 、 文 件 路 径 名 、 协 议 类 型 。	10.0
简 述 H T M L 语 言 的 特 点 。	H T M L 语 言 有 如 下 五 个 特 点 ： 通 用 性 、 简 易 性 、 可 扩 展 性 、 平 台 无 关 性 、 支 持 用 不 同 方 式 创 建 H T M L 文 档 。	H T M L 语 言 的 特 点 ： 通 用 性 、 简 易 性 、 可 扩 展 性 、 平 台 无 关 性 、 支 持 用 不 同 方 式 创 建 H T M L 文 档 。	10.0
简 述 H T M L 语 言 的 特 点 。	H T M L 语 言 有 如 下 五 个 特 点 ： 通 用 性 、 简 易 性 、 可 扩 展 性 、 平 台 无 关 性 、 支 持 用 不 同 方 式 创 建 H T M L 文 档 。	支 持 用 不 同 方 式 创 建 H T M L 文 档 、 平 台 无 关 性 、 可 扩 展 性 、 简 易 性 、 通 用 性 。	10.0
简 述 浏 览 器 的 组 成 。	浏 览 器 有 如 下 三 大 组 成 部 分 ： 一 系 列 的 客 户 单 元 、 一 系 列 的 解 释 单 元 、 一 个 控 制 单 元 。	浏 览 器 的 组 成 ： 一 系 列 的 客 户 单 元 、 一 系 列 的 解 释 单 元 、 一 个 控 制 单 元 。	10.0
简 述 浏 览 器 的 组 成 。	浏 览 器 有 如 下 三 大 组 成 部 分 ： 一 系 列 的 客 户 单 元 、 一 系 列 的 解 释 单 元 、 一 个 控 制 单 元 。	一 个 控 制 单 元 、 一 系 列 的 解 释 单 元 、 一 系 列 的 客 户 单 元 。	10.0
简 述 W W W 浏 览 器 的 基 本 功 能 。	W W W 浏 览 器 的 基 本 功 能 如 下 ： 通 过 按 钮 与 菜 单 项 来 链 接 ； 历 史 与 书 签 的 使 用 ； 自 由 设 定 屏 幕 窗 口 ； 选 择 起 始 页 ； 保 存 与 打 印 主 页 。	功 能 如 下 ： 通 过 按 钮 与 菜 单 项 来 链 接 ； 历 史 与 书 签 的 使 用 ； 自 由 设 定 屏 幕 窗 口 ； 选 择 起 始 页 ； 保 存 与 打 印 主 页 。	10.0
简 述 W W W 浏 览 器 的 基 本 功 能 。	W W W 浏 览 器 的 基 本 功 能 如 下 ： 通 过 按 钮 与 菜 单 项 来 链 接 ； 历 史 与 书 签 的 使 用 ； 自 由 设 定 屏 幕 窗 口 ； 选 择 起 始 页 ； 保 存 与 打 印 主 页 。	启 动 与 终 止 链 接 ； 查 找 链 接 ； 查 看 内 嵌 图 像 与 外 部 图 像 ； 选 择 起 始 页 ； 改 变 样 式 与 色 彩 。	2.0
用 户 可 使 用 新 闻 阅 读 程 序 实 现 哪 些 功 能 ？	用 户 可 使 用 新 闻 阅 读 程 序 实 现 如 下 功 能 ： 访 问 U S E N E T 服 务 器 ， 发 表 意 见 ， 阅 读 网 络 新 闻 。	功 能 如 下 ： 访 问 U S E N E T 服 务 器 ， 发 表 意 见 ， 阅 读 网 络 新 闻 。	10.0
用 户 可 使 用 新 闻 阅 读 程 序 实 现 哪 些 功 能 ？	用 户 可 使 用 新 闻 阅 读 程 序 实 现 如 下 功 能 ： 访 问 U S E N E T 服 务 器 ， 发 表 意 见 ， 阅 读 网 络 新 闻 。	与 未 见 面 的 网 友 聊 天 ， 讨 论 问 题 ， 阅 读 网 络 新 闻 。	3.0
用 户 可 使 用 B B S 服 务 实 现 哪 些 功 能 ？	用 户 可 使 用 B B S 服 务 实 现 如 下 功 能 ： 与 未 见 面 的 网 友 聊 天 ， 组 织 沙 龙 ， 获 得 帮 助 ， 讨 论 问 题 ， 为 别 人 提 供 信 息 。	功 能 如 下 ： 与 未 见 面 的 网 友 聊 天 ， 组 织 沙 龙 ， 获 得 帮 助 ， 讨 论 问 题 ， 为 别 人 提 供 信 息 。	10.0
用 户 可 使 用 B B S 服 务 实 现 哪 些 功 能 ？	用 户 可 使 用 B B S 服 务 实 现 如 下 功 能 ： 与 未 见 面 的 网 友 聊 天 ， 组 织 沙 龙 ， 获 得 帮 助 ， 讨 论 问 题 ， 为 别 人 提 供 信 息 。	访 问 U S E N E T 服 务 器 ， 发 表 意 见 ， 阅 读 网 络 新 闻 ， 讨 论 问 题 ， 电 子 邮 件 。	2.0
通 过 电 话 拨 号 线 路 接 入 因 特 网 需 要 哪 些 硬 件 ？	通 过 电 话 拨 号 线 路 接 入 因 特 网 需 要 如 下 三 类 硬 件 ： 一 台 计 算 机 、 一 部 电 话 、 一 个 调 制 解 调 器 。	接 入 因 特 网 的 硬 件 ： 一 台 计 算 机 、 一 部 电 话 、 一 个 调 制 解 调 器 。	10.0
