问 句	标 准 答 案	学 生 答 案	得分
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 局 端 模 块 的 具 体 内 容 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 局 端 模 块 的 具 体 内 容 依 次 为 ： 局 端 模 块 包 括 交 换 机 一 侧 的 A D S L   M O D E M 和 接 入 多 路 复 用 系 统 。 交 换 机 一 侧 的 A D S L   M O D E M 称 为 A T U - C 。 接 入 多 路 复 用 系 统 中 心 的 M O D E M 通 常 被 组 合 成 一 个 接 入 点 ， 称 为 A D S L 接 入 复 用 器 。	局 端 模 块 的 具 体 内 容 依 次 为 ： 局 端 模 块 包 括 交 换 机 一 侧 的 A D S L   M O D E M 和 接 入 多 路 复 用 系 统 。 交 换 机 一 侧 的 A D S L   M O D E M 称 为 A T U - C 。 接 入 多 路 复 用 系 统 中 心 的 M O D E M 通 常 被 组 合 成 一 个 接 入 点 ， 称 为 A D S L 接 入 复 用 器 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 局 端 模 块 的 具 体 内 容 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 局 端 模 块 的 具 体 内 容 依 次 为 ： 局 端 模 块 包 括 交 换 机 一 侧 的 A D S L   M O D E M 和 接 入 多 路 复 用 系 统 。 交 换 机 一 侧 的 A D S L   M O D E M 称 为 A T U - C 。 接 入 多 路 复 用 系 统 中 心 的 M O D E M 通 常 被 组 合 成 一 个 接 入 点 ， 称 为 A D S L 接 入 复 用 器 。	分 别 是 ： 局 端 模 块 包 括 交 换 机 一 侧 的 A D S L   M O D E M 和 接 入 多 路 复 用 系 统 。 交 换 机 一 侧 的 A D S L   M O D E M 通 常 被 组 合 成 一 个 接 入 点 ， 称 为 A D S L 接 入 复 用 器 。 接 入 多 路 复 用 系 统 中 心 的 M O D E M 称 为 A T U - C 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 高 速 下 行 信 道 的 作 用 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 高 速 下 行 信 道 的 作 用 依 次 为 ： 向 用 户 传 送 数 据 、 视 频 、 音 频 信 息 及 控 制 、 开 销 信 号 。	高 速 下 行 信 道 的 作 用 依 次 为 ： 向 用 户 传 送 数 据 、 视 频 、 音 频 信 息 及 控 制 、 开 销 信 号 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 高 速 下 行 信 道 的 作 用 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 高 速 下 行 信 道 的 作 用 依 次 为 ： 向 用 户 传 送 数 据 、 视 频 、 音 频 信 息 及 控 制 、 开 销 信 号 。	分 别 是 ： 向 用 户 传 送 文 本 、 图 形 、 图 像 信 息 及 控 制 、 数 字 信 号 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 G . D M T 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， G . D M T 的 特 性 依 次 为 ： G . D M T 支 持 8 M b p s 的 高 速 下 行 速 率 、 1 . 5 M b p s 的 上 行 速 率 ， 要 求 用 户 端 安 装 P O T S 分 离 器 ， 适 用 于 小 型 办 公 室 。	G . D M T 的 特 性 依 次 为 ： G . D M T 支 持 8 M b p s 的 高 速 下 行 速 率 、 1 . 5 M b p s 的 上 行 速 率 ， 要 求 用 户 端 安 装 P O T S 分 离 器 ， 适 用 于 小 型 办 公 室 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 G . D M T 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， G . D M T 的 特 性 依 次 为 ： G . D M T 支 持 8 M b p s 的 高 速 下 行 速 率 、 1 . 5 M b p s 的 上 行 速 率 ， 要 求 用 户 端 安 装 P O T S 分 离 器 ， 适 用 于 小 型 办 公 室 。	分 别 是 ： G . D M T G . L i t e 支 持 1 . 5 M b p s 的 高 速 下 行 速 率 、 5 1 2 K b p s 的 上 行 速 率 ， 便 于 安 装 ， 适 用 于 普 通 家 庭 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 G . L i t e 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， G . L i t e 的 特 性 依 次 为 ： G . L i t e 支 持 1 . 5 M b p s 的 高 速 下 行 速 率 、 5 1 2 K b p s 的 上 行 速 率 ， 成 本 较 低 ， 便 于 安 装 ， 适 用 于 普 通 家 庭 。	G . L i t e 的 特 性 依 次 为 ： G . L i t e 支 持 1 . 5 M b p s 的 高 速 下 行 速 率 、 5 1 2 K b p s 的 上 行 速 率 ， 成 本 较 低 ， 便 于 安 装 ， 适 用 于 普 通 家 庭 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 G . L i t e 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， G . L i t e 的 特 性 依 次 为 ： G . L i t e 支 持 1 . 5 M b p s 的 高 速 下 行 速 率 、 5 1 2 K b p s 的 上 行 速 率 ， 成 本 较 低 ， 便 于 安 装 ， 适 用 于 普 通 家 庭 。	分 别 是 ： G . L i t e 支 持 8 M b p s 的 高 速 下 行 速 率 、 1 . 5 M b p s 的 上 行 速 率 ， 速 率 较 高 ， 要 求 用 户 端 安 装 P O T S 分 离 器 ， 适 用 于 小 型 办 公 室 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H D S L 的 特 性 依 次 为 ： H D S L 属 于 速 率 对 称 型 铜 线 接 入 技 术 ， 可 在 两 对 普 通 电 话 双 绞 线 上 提 供 1 . 5 4 4 M b p s 的 速 率 ， 在 3 对 铜 线 上 提 供 2 . 0 4 8 M b p s 的 速 率 ， 无 中 继 传 输 距 离 达 3 k m - 5 k m 。	H D S L 的 特 性 依 次 为 ： H D S L 属 于 速 率 对 称 型 铜 线 接 入 技 术 ， 可 在 两 对 普 通 电 话 双 绞 线 上 提 供 1 . 5 4 4 M b p s 的 速 率 ， 在 3 对 铜 线 上 提 供 2 . 0 4 8 M b p s 的 速 率 ， 无 中 继 传 输 距 离 达 3 k m - 5 k m 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H D S L 的 特 性 依 次 为 ： H D S L 属 于 速 率 对 称 型 铜 线 接 入 技 术 ， 可 在 两 对 普 通 电 话 双 绞 线 上 提 供 1 . 5 4 4 M b p s 的 速 率 ， 在 3 对 铜 线 上 提 供 2 . 0 4 8 M b p s 的 速 率 ， 无 中 继 传 输 距 离 达 3 k m - 5 k m 。	分 别 是 ： H D S L 是 一 种 多 速 率 传 输 技 术 ， 可 以 提 供 全 双 工 高 速 可 变 比 特 率 连 接 ， 传 输 距 离 5 k m 时 的 速 率 是 1 9 2 K b p s ， 2 k m 时 的 速 率 是 2 . 3 1 2 M b p s 的 速 率 。	0.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 2 M b p s 租 用 线 路 业 务 的 种 类 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 2 M b p s 租 用 线 路 业 务 的 种 类 依 次 为 ： 会 议 电 视 、 L A N 与 L A N 互 连 、 移 动 通 信 基 站 、 I S D N 一 次 群 速 率 、 专 用 P A B X 连 接 。	2 M b p s 租 用 线 路 业 务 的 种 类 依 次 为 ： 会 议 电 视 、 L A N 与 L A N 互 连 、 移 动 通 信 基 站 、 I S D N 一 次 群 速 率 、 专 用 P A B X 连 接 。	10.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 2 M b p s 租 用 线 路 业 务 的 种 类 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 2 M b p s 租 用 线 路 业 务 的 种 类 依 次 为 ： 会 议 电 视 、 L A N 与 L A N 互 连 、 移 动 通 信 基 站 、 I S D N 一 次 群 速 率 、 专 用 P A B X 连 接 。	分 别 是 ： 会 议 电 视 、 移 动 通 信 基 站 、 专 用 P A B X 连 接 、 L A N 与 L A N 互 连 、 I S D N 一 次 群 速 率 。	2.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 S H D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， S H D S L 的 特 性 依 次 为 ： S H D S L 是 一 种 多 速 率 传 输 技 术 ， 可 以 提 供 全 双 工 高 速 可 变 比 特 率 连 接 ， 传 输 距 离 5 k m 时 的 速 率 是 1 9 2 K b p s ， 2 k m 时 的 速 率 是 2 . 3 1 2 M b p s 的 速 率 。	S H D S L 的 特 性 依 次 为 ： S H D S L 是 一 种 多 速 率 传 输 技 术 ， 可 以 提 供 全 双 工 高 速 可 变 比 特 率 连 接 ， 传 输 距 离 5 k m 时 的 速 率 是 1 9 2 K b p s ， 2 k m 时 的 速 率 是 2 . 3 1 2 M b p s 的 速 率 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 S H D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， S H D S L 的 特 性 依 次 为 ： S H D S L 是 一 种 多 速 率 传 输 技 术 ， 可 以 提 供 全 双 工 高 速 可 变 比 特 率 连 接 ， 传 输 距 离 5 k m 时 的 速 率 是 1 9 2 K b p s ， 2 k m 时 的 速 率 是 2 . 3 1 2 M b p s 的 速 率 。	分 别 是 ： S H D S L 属 于 速 率 对 称 型 铜 线 接 入 技 术 ， 可 在 两 对 普 通 电 话 双 绞 线 上 提 供 1 . 5 4 4 M b p s 的 速 率 ， 在 3 对 铜 线 上 提 供 2 . 0 4 8 M b p s 的 速 率 ， 无 中 继 传 输 距 离 达 3 k m - 5 k m 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 I D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， I D S L 的 特 性 依 次 为 ： 通 过 在 用 户 端 使 用 I S D N 终 端 适 配 器 和 在 双 绞 线 的 另 一 端 使 用 与 I S D N 兼 容 的 接 口 卡 ， 可 为 用 户 提 供 基 本 速 率 的 I S D N 业 务 ， 传 输 距 离 可 达 5 k m ， 主 要 应 用 场 合 有 远 程 通 信 、 远 程 办 公 室 连 接 。	I D S L 的 特 性 依 次 为 ： 通 过 在 用 户 端 使 用 I S D N 终 端 适 配 器 和 在 双 绞 线 的 另 一 端 使 用 与 I S D N 兼 容 的 接 口 卡 ， 可 为 用 户 提 供 基 本 速 率 的 I S D N 业 务 ， 传 输 距 离 可 达 5 k m ， 主 要 应 用 场 合 有 远 程 通 信 、 远 程 办 公 室 连 接 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 I D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， I D S L 的 特 性 依 次 为 ： 通 过 在 用 户 端 使 用 I S D N 终 端 适 配 器 和 在 双 绞 线 的 另 一 端 使 用 与 I S D N 兼 容 的 接 口 卡 ， 可 为 用 户 提 供 基 本 速 率 的 I S D N 业 务 ， 传 输 距 离 可 达 5 k m ， 主 要 应 用 场 合 有 远 程 通 信 、 远 程 办 公 室 连 接 。	分 别 是 ： I D S L 技 术 最 适 合 在 用 户 相 对 密 集 、 铜 缆 距 离 较 短 的 地 区 提 供 高 速 数 据 接 入 业 务 ， 其 最 大 下 行 速 率 为 5 2 M b p s ， 上 行 速 率 则 为 6 . 4 M b p s ， 传 输 线 长 度 不 超 过 3 0 0 m 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 V D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， V D S L 的 特 性 依 次 为 ： V D S L 技 术 最 适 合 在 用 户 相 对 密 集 、 铜 缆 距 离 较 短 的 地 区 提 供 高 速 数 据 接 入 业 务 ， 其 最 大 下 行 速 率 为 5 2 M b p s ， 上 行 速 率 则 为 6 . 4 M b p s ， 传 输 线 长 度 不 超 过 3 0 0 m 。	V D S L 的 特 性 依 次 为 ： V D S L 技 术 最 适 合 在 用 户 相 对 密 集 、 铜 缆 距 离 较 短 的 地 区 提 供 高 速 数 据 接 入 业 务 ， 其 最 大 下 行 速 率 为 5 2 M b p s ， 上 行 速 率 则 为 6 . 4 M b p s ， 传 输 线 长 度 不 超 过 3 0 0 m 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 V D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， V D S L 的 特 性 依 次 为 ： V D S L 技 术 最 适 合 在 用 户 相 对 密 集 、 铜 缆 距 离 较 短 的 地 区 提 供 高 速 数 据 接 入 业 务 ， 其 最 大 下 行 速 率 为 5 2 M b p s ， 上 行 速 率 则 为 6 . 4 M b p s ， 传 输 线 长 度 不 超 过 3 0 0 m 。	分 别 是 ： V D S L 技 术 通 过 在 用 户 端 使 用 I S D N 终 端 适 配 器 和 在 双 绞 线 的 另 一 端 使 用 与 I S D N 兼 容 的 接 口 卡 ， 可 为 用 户 提 供 基 本 速 率 的 I S D N 业 务 ， 传 输 距 离 可 达 5 k m ， 主 要 应 用 场 合 有 远 程 通 信 、 远 程 办 公 室 连 接 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 V D S L 同 A D S L 的 区 别 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， V D S L 同 A D S L 的 区 别 依 次 为 ： V D S L 传 输 带 宽 更 高 ， 传 输 距 离 缩 短 ， 码 间 干 扰 小 ， 数 字 信 号 处 理 技 术 简 化 ， 成 本 显 著 降 低 。	V D S L 同 A D S L 的 区 别 依 次 为 ： V D S L 传 输 带 宽 更 高 ， 传 输 距 离 缩 短 ， 码 间 干 扰 小 ， 数 字 信 号 处 理 技 术 简 化 ， 成 本 显 著 降 低 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 V D S L 同 A D S L 的 区 别 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， V D S L 同 A D S L 的 区 别 依 次 为 ： V D S L 传 输 带 宽 更 高 ， 传 输 距 离 缩 短 ， 码 间 干 扰 小 ， 数 字 信 号 处 理 技 术 简 化 ， 成 本 显 著 降 低 。	分 别 是 ： V D S L 传 输 速 率 更 高 ， 传 输 时 延 缩 短 ， 可 靠 性 高 ， 误 码 率 显 著 降 低 ， 数 字 信 号 处 理 技 术 简 化 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 R A D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， R A D S L 的 特 性 依 次 为 ： R A D S L 利 用 一 对 双 绞 线 进 行 传 输 ， 支 持 同 步 和 非 同 步 传 输 方 式 ， 速 率 自 动 调 整 ， 可 以 同 时 传 输 数 据 和 话 音 。	R A D S L 的 特 性 依 次 为 ： R A D S L 利 用 一 对 双 绞 线 进 行 传 输 ， 支 持 同 步 和 非 同 步 传 输 方 式 ， 速 率 自 动 调 整 ， 可 以 同 时 传 输 数 据 和 话 音 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 R A D S L 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， R A D S L 的 特 性 依 次 为 ： R A D S L 利 用 一 对 双 绞 线 进 行 传 输 ， 支 持 同 步 和 非 同 步 传 输 方 式 ， 速 率 自 动 调 整 ， 可 以 同 时 传 输 数 据 和 话 音 。	分 别 是 ： R A D S L 利 用 铜 线 进 行 传 输 ， 支 持 双 工 和 半 双 工 传 输 方 式 ， 流 量 自 动 调 整 ， 可 以 同 时 传 输 文 本 和 图 像 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 R A D S L 同 A D S L 的 区 别 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， R A D S L 同 A D S L 的 区 别 依 次 为 ： R A D S L 可 以 根 据 双 绞 线 的 质 量 和 传 输 距 离 动 态 地 调 整 用 户 的 访 问 速 率 ， 当 距 离 增 大 时 ， 速 率 降 低 ， 这 样 可 以 提 供 用 户 传 输 服 务 的 灵 活 选 择 。	R A D S L 同 A D S L 的 区 别 依 次 为 ： R A D S L 可 以 根 据 双 绞 线 的 质 量 和 传 输 距 离 动 态 地 调 整 用 户 的 访 问 速 率 ， 当 距 离 增 大 时 ， 速 率 降 低 ， 这 样 可 以 提 供 用 户 传 输 服 务 的 灵 活 选 择 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 R A D S L 同 A D S L 的 区 别 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， R A D S L 同 A D S L 的 区 别 依 次 为 ： R A D S L 可 以 根 据 双 绞 线 的 质 量 和 传 输 距 离 动 态 地 调 整 用 户 的 访 问 速 率 ， 当 距 离 增 大 时 ， 速 率 降 低 ， 这 样 可 以 提 供 用 户 传 输 服 务 的 灵 活 选 择 。	分 别 是 ： R A D S L 可 以 根 据 铜 线 的 质 量 和 传 输 带 宽 动 态 地 调 整 网 络 的 通 信 量 ， 当 带 宽 增 大 时 ， 通 信 量 增 高 ， 以 实 现 网 络 的 流 量 控 制 和 拥 塞 控 制 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 技 术 的 定 义 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 光 纤 接 入 技 术 的 定 义 依 次 为 ： 光 纤 接 入 技 术 即 在 接 入 网 中 全 部 或 部 分 采 用 光 纤 传 输 介 质 ， 构 成 光 纤 用 户 环 路 ， 实 现 用 户 高 性 能 宽 带 接 入 的 一 种 方 案 。	光 纤 接 入 技 术 的 定 义 依 次 为 ： 光 纤 接 入 技 术 即 在 接 入 网 中 全 部 或 部 分 采 用 光 纤 传 输 介 质 ， 构 成 光 纤 用 户 环 路 ， 实 现 用 户 高 性 能 宽 带 接 入 的 一 种 方 案 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 技 术 的 定 义 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 光 纤 接 入 技 术 的 定 义 依 次 为 ： 光 纤 接 入 技 术 即 在 接 入 网 中 全 部 或 部 分 采 用 光 纤 传 输 介 质 ， 构 成 光 纤 用 户 环 路 ， 实 现 用 户 高 性 能 宽 带 接 入 的 一 种 方 案 。	分 别 是 ： 光 纤 接 入 技 术 是 指 在 接 入 网 中 用 光 纤 作 为 主 要 传 输 媒 介 来 实 现 信 息 传 输 的 网 络 形 式 ， 它 不 是 传 统 意 义 上 的 光 纤 传 输 系 统 ， 而 是 针 对 接 入 网 环 境 所 专 门 设 计 的 光 纤 传 输 网 络 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 网 的 定 义 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 光 纤 接 入 网 的 定 义 依 次 为 ： 光 纤 接 入 网 是 指 在 接 入 网 中 用 光 纤 作 为 主 要 传 输 媒 介 来 实 现 信 息 传 输 的 网 络 形 式 ， 它 不 是 传 统 意 义 上 的 光 纤 传 输 系 统 ， 而 是 针 对 接 入 网 环 境 所 专 门 设 计 的 光 纤 传 输 网 络 。	光 纤 接 入 网 的 定 义 依 次 为 ： 光 纤 接 入 网 是 指 在 接 入 网 中 用 光 纤 作 为 主 要 传 输 媒 介 来 实 现 信 息 传 输 的 网 络 形 式 ， 它 不 是 传 统 意 义 上 的 光 纤 传 输 系 统 ， 而 是 针 对 接 入 网 环 境 所 专 门 设 计 的 光 纤 传 输 网 络 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 网 的 定 义 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 光 纤 接 入 网 的 定 义 依 次 为 ： 光 纤 接 入 网 是 指 在 接 入 网 中 用 光 纤 作 为 主 要 传 输 媒 介 来 实 现 信 息 传 输 的 网 络 形 式 ， 它 不 是 传 统 意 义 上 的 光 纤 传 输 系 统 ， 而 是 针 对 接 入 网 环 境 所 专 门 设 计 的 光 纤 传 输 网 络 。	分 别 是 ： 光 纤 接 入 网 即 在 接 入 网 中 全 部 或 部 分 采 用 光 纤 传 输 介 质 ， 构 成 光 纤 用 户 环 路 ， 实 现 用 户 高 性 能 宽 带 接 入 的 一 种 方 案 。	0.0
请 按 由 前 往 后 的 顺 序 依 次 写 出 光 纤 接 入 网 的 结 构 。	按 由 前 往 后 的 顺 序 ， 光 纤 接 入 网 的 结 构 依 次 为 ： 用 户 、 交 换 局 、 光 纤 、 电 / 光 交 换 模 块 、 光 / 电 交 换 模 块 。	光 纤 接 入 网 的 结 构 依 次 为 ： 用 户 、 交 换 局 、 光 纤 、 电 / 光 交 换 模 块 、 光 / 电 交 换 模 块 。	10.0
请 按 由 前 往 后 的 顺 序 依 次 写 出 光 纤 接 入 网 的 结 构 。	按 由 前 往 后 的 顺 序 ， 光 纤 接 入 网 的 结 构 依 次 为 ： 用 户 、 交 换 局 、 光 纤 、 电 / 光 交 换 模 块 、 光 / 电 交 换 模 块 。	分 别 是 ： 光 纤 、 用 户 、 交 换 局 、 光 / 电 交 换 模 块 、 电 / 光 交 换 模 块 。	0.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 网 的 拓 扑 结 构 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 光 纤 接 入 网 的 拓 扑 结 构 依 次 为 ： 总 线 型 、 环 型 、 星 型 、 树 型 。	光 纤 接 入 网 的 拓 扑 结 构 依 次 为 ： 总 线 型 、 环 型 、 星 型 、 树 型 。	10.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 网 的 拓 扑 结 构 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 光 纤 接 入 网 的 拓 扑 结 构 依 次 为 ： 总 线 型 、 环 型 、 星 型 、 树 型 。	分 别 是 ： 网 状 型 、 圆 型 、 菱 型 、 树 型 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 总 线 型 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 总 线 型 的 特 性 依 次 为 ： 以 光 纤 作 为 公 共 总 线 ， 各 用 户 终 端 通 过 耦 合 器 与 总 线 直 接 连 接 构 成 总 线 型 网 络 拓 扑 结 构 ， 适 用 于 中 等 规 模 的 用 户 群 。	总 线 型 的 特 性 依 次 为 ： 以 光 纤 作 为 公 共 总 线 ， 各 用 户 终 端 通 过 耦 合 器 与 总 线 直 接 连 接 构 成 总 线 型 网 络 拓 扑 结 构 ， 适 用 于 中 等 规 模 的 用 户 群 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 总 线 型 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 总 线 型 的 特 性 依 次 为 ： 以 光 纤 作 为 公 共 总 线 ， 各 用 户 终 端 通 过 耦 合 器 与 总 线 直 接 连 接 构 成 总 线 型 网 络 拓 扑 结 构 ， 适 用 于 中 等 规 模 的 用 户 群 。	分 别 是 ： 所 有 节 点 共 用 一 条 光 纤 线 路 ， 由 光 纤 线 路 和 端 局 内 节 点 上 的 总 线 型 耦 合 器 构 成 总 线 型 网 络 拓 扑 结 构 ， 适 用 于 大 规 模 的 用 户 群 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 环 型 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 环 型 的 特 性 依 次 为 ： 所 有 节 点 共 用 一 条 光 纤 线 路 ， 首 尾 相 连 成 封 闭 回 路 构 成 环 形 网 络 拓 扑 结 构 ， 适 用 于 大 规 模 的 用 户 群 。	环 型 的 特 性 依 次 为 ： 所 有 节 点 共 用 一 条 光 纤 线 路 ， 首 尾 相 连 成 封 闭 回 路 构 成 环 形 网 络 拓 扑 结 构 ， 适 用 于 大 规 模 的 用 户 群 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 环 型 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 环 型 的 特 性 依 次 为 ： 所 有 节 点 共 用 一 条 光 纤 线 路 ， 首 尾 相 连 成 封 闭 回 路 构 成 环 形 网 络 拓 扑 结 构 ， 适 用 于 大 规 模 的 用 户 群 。	分 别 是 ： 以 光 纤 作 为 公 共 总 线 ， 由 光 纤 线 路 和 端 局 内 节 点 上 的 环 型 耦 合 器 构 成 环 形 网 络 拓 扑 结 构 ， 适 用 于 中 等 规 模 的 用 户 群 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 树 型 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 树 型 的 特 性 依 次 为 ： 由 光 纤 线 路 和 节 点 构 成 的 树 状 分 级 结 构 称 为 树 型 网 络 拓 扑 结 构 ， 是 光 纤 接 入 网 中 使 用 最 多 的 一 种 结 构 ， 适 用 于 大 规 模 的 用 户 群 。	树 型 的 特 性 依 次 为 ： 由 光 纤 线 路 和 节 点 构 成 的 树 状 分 级 结 构 称 为 树 型 网 络 拓 扑 结 构 ， 是 光 纤 接 入 网 中 使 用 最 多 的 一 种 结 构 ， 适 用 于 大 规 模 的 用 户 群 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 树 型 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 树 型 的 特 性 依 次 为 ： 由 光 纤 线 路 和 节 点 构 成 的 树 状 分 级 结 构 称 为 树 型 网 络 拓 扑 结 构 ， 是 光 纤 接 入 网 中 使 用 最 多 的 一 种 结 构 ， 适 用 于 大 规 模 的 用 户 群 。	分 别 是 ： 由 由 光 纤 线 路 和 端 局 内 节 点 上 的 树 型 耦 合 器 构 成 的 树 状 分 级 结 构 称 为 树 型 网 络 拓 扑 结 构 ， 是 光 纤 接 入 网 中 使 用 最 多 的 一 种 结 构 ， 适 用 于 中 等 规 模 的 用 户 群 。	3.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 网 的 技 术 分 类 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 光 纤 接 入 网 的 技 术 分 类 依 次 为 ： 光 纤 接 入 网 从 技 术 上 可 分 为 有 源 光 网 络 和 无 源 光 网 络 两 大 类 ， 前 者 采 用 电 复 用 器 分 路 ， 后 者 采 用 光 分 路 器 。	光 纤 接 入 网 的 技 术 分 类 依 次 为 ： 光 纤 接 入 网 从 技 术 上 可 分 为 有 源 光 网 络 和 无 源 光 网 络 两 大 类 ， 前 者 采 用 电 复 用 器 分 路 ， 后 者 采 用 光 分 路 器 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 光 纤 接 入 网 的 技 术 分 类 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 光 纤 接 入 网 的 技 术 分 类 依 次 为 ： 光 纤 接 入 网 从 技 术 上 可 分 为 有 源 光 网 络 和 无 源 光 网 络 两 大 类 ， 前 者 采 用 电 复 用 器 分 路 ， 后 者 采 用 光 分 路 器 。	分 别 是 ： 光 纤 接 入 网 从 技 术 上 可 分 为 有 源 光 网 络 和 无 源 光 网 络 两 大 类 ， 前 者 采 用 光 分 路 器 ， 后 者 采 用 电 复 用 器 分 路 。	3.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 有 源 光 纤 传 输 设 备 的 类 型 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 有 源 光 纤 传 输 设 备 的 类 型 依 次 为 ： 光 电 转 换 设 备 、 有 源 光 电 器 件 、 光 纤 。	有 源 光 纤 传 输 设 备 的 类 型 依 次 为 ： 光 电 转 换 设 备 、 有 源 光 电 器 件 、 光 纤 。	10.0
